address	name	library	comment
0x00538B2C	FUN_00538b2c	libpng	
0x00538B59	FUN_00538b59	libpng	
0x00538B82	FUN_00538b82	libpng	
0x00538BAB	FUN_00538bab	libpng	
0x00538BD4	FUN_00538bd4	libpng	
0x00538BFD	FUN_00538bfd	libpng	
0x00538C17	FUN_00538c17	libpng	
0x00538D73	FUN_00538d73	libpng	
0x00538E95	FUN_00538e95	libpng	
0x00538F25	PngHandleChunk_tIME_CopyTimestampFields	libpng	
0x00538F5D	FUN_00538f5d	libpng	
0x00539172	FUN_00539172	libpng	
0x00539248	PNG_FUN_00539248	libpng	
0x00539465	FUN_00539465	libpng	
0x00539484	PNG_FUN_00539484	libpng	
0x005394AE	FUN_005394ae	libpng	
0x00539545	FUN_00539545	libpng	
0x00539572	FUN_00539572	libpng	
0x005395BF	FUN_005395bf	libpng	
0x00539742	FUN_00539742	libpng	
0x0053976F	PNG_FUN_0053976f	libpng	
0x005399A5	PNG_FUN_005399a5	libpng	
0x00539A40	PNG_FUN_00539a40	libpng	
0x00539AC3	PNG_FUN_00539ac3	libpng	
0x00539B8F	PNG_FUN_00539b8f	libpng	
0x00539DC6	PNG_FUN_00539dc6	libpng	
0x0053A174	PNG_FUN_0053a174	libpng	
0x0053A19E	PNG_FUN_0053a19e	libpng	
0x0053A2AC	FUN_0053a2ac	libpng	
0x0053AAAD	PngRowTransform_ApplyPaletteOrRgbDither	libpng	
0x0053AC22	PNG_FUN_0053ac22	libpng	
0x0053B05B	PNG_FUN_0053b05b	libpng	
0x0053B2AC	PNG_FUN_0053b2ac	libpng	
0x0053B720	PNG_FUN_0053b720	libpng	
0x0053CA31	PNG_FUN_0053ca31	libpng	
0x0053D201	PNG_FUN_0053d201	libpng	
0x0053D37E	PNG_FUN_0053d37e	libpng	
0x0053D65C	PNG_FUN_0053d65c	libpng	
0x0053D711	PNG_FUN_0053d711	libpng	
0x0053D814	PNG_FUN_0053d814	libpng	
0x0053D9AD	PNG_FUN_0053d9ad	libpng	
0x0053DAB9	PngDoRgbToGray	libpng	
0x0053DF54	FUN_0053df54	libpng	
0x0053E110	FUN_0053e110	libpng	
0x0053F003	FUN_0053f003	libpng	
0x0053F00F	FUN_0053f00f	libpng	
0x0053F01B	FUN_0053f01b	libpng	
0x0053F08B	FUN_0053f08b	libpng	
0x0053FAF7	FUN_0053faf7	libpng	
0x0053FB03	PNG_FUN_0053fb03	libpng	
0x0053FBC0	PNG_FUN_0053fbc0	libpng	
0x0053FD85	PNG_FUN_0053fd85	libpng	
0x0053FDD6	PNG_FUN_0053fdd6	libpng	
0x0053FE06	PNG_FUN_0053fe06	libpng	
0x0053FE81	FUN_0053fe81	libpng	
0x0053FED9	FUN_0053fed9	libpng	
0x0053FEF4	FUN_0053fef4	libpng	
0x0053FF0D	FUN_0053ff0d	libpng	
0x0053FF16	PNG_FUN_0053ff16	libpng	
0x0053FF39	FUN_0053ff39	libpng	
0x0053FF67	PNG_FUN_0053ff67	libpng	
0x0053FF95	FUN_0053ff95	libpng	
0x00540001	FUN_00540001	libpng	
0x00540037	FUN_00540037	libpng	
0x00540094	FUN_00540094	libpng	
0x005400DF	FUN_005400df	libpng	
0x0054016A	FUN_0054016a	libpng	
0x0054021F	Iml_FUN_0054021f	qtml-iml	
0x005402C4	FUN_005402c4	libpng	
0x0054030C	FUN_0054030c	libpng	
0x0054034A	FUN_0054034a	libpng	
0x00540387	Iml_FUN_00540387	qtml-iml	
0x00540482	FUN_00540482	libpng	
0x005404D9	MWRuntime_FUN_005404d9	msl-crt	
0x00540528	ImlAlign_ParseHorizontalDirection	qtml-iml	
0x0054058A	MWRuntime_FUN_0054058a	msl-crt	
0x0054072A	FUN_0054072a	libpng	
0x005407B7	Iml_FUN_005407b7	qtml-iml	
0x00540814	FUN_00540814	libpng	
0x005409D9	FUN_005409d9	winsock	
0x005409FC	FUN_005409fc	winsock	
0x00540B10	FUN_00540b10	winsock	
0x00540B3C	FUN_00540b3c	winsock	
0x00540B7E	FUN_00540b7e	winsock	
0x00540BA3	FUN_00540ba3	winsock	
0x00540C41	FUN_00540c41	winsock	
0x00540C63	FUN_00540c63	winsock	
0x00540CA3	FUN_00540ca3	winsock	
0x00540D2F	FUN_00540d2f	winsock	
0x00540D9A	FUN_00540d9a	winsock	
0x00540E55	FUN_00540e55	winsock	
0x00541124	FUN_00541124	winsock	
0x005412FA	Ordinal_7	msl-crt	
0x00541300	Ordinal_21	msl-crt	
0x00541306	Ordinal_2	msl-crt	
0x0054130C	Ordinal_17	msl-crt	
0x00541312	Ordinal_20	msl-crt	
0x00541318	Ordinal_22	msl-crt	
0x0054131E	Ordinal_16	msl-crt	
0x00541324	Ordinal_1	msl-crt	
0x0054132A	Ordinal_19	msl-crt	
0x00541330	FUN_00541330	vorbis	
0x0054144B	FUN_0054144b	vorbis	
0x005415F1	FUN_005415f1	vorbis	
0x00541684	FUN_00541684	vorbis	
0x0054183F	FUN_0054183f	vorbis	
0x00541C69	FUN_00541c69	vorbis	
0x00541F60	FUN_00541f60	vorbis	
0x00542273	FUN_00542273	vorbis	
0x005423CF	FUN_005423cf	vorbis	
0x00542635	FUN_00542635	vorbis	
0x00542B96	FUN_00542b96	vorbis	
0x00542C83	FUN_00542c83	vorbis	
0x00542EC1	FUN_00542ec1	vorbis	
0x0054306C	FUN_0054306c	vorbis	
0x00543123	FUN_00543123	vorbis	
0x0054319A	FUN_0054319a	vorbis	
0x00543203	FUN_00543203	vorbis	
0x00543220	FUN_00543220	vorbis	
0x00543242	FUN_00543242	vorbis	
0x0054325B	FUN_0054325b	vorbis	
0x00543278	FUN_00543278	vorbis	
0x00543393	FUN_00543393	vorbis	
0x005433A6	FUN_005433a6	vorbis	
0x005433B7	FUN_005433b7	vorbis	
0x0054382F	FUN_0054382f	vorbis	
0x00543CF0	VorbisBitPacker_InitOwnedBuffer	vorbis	
0x00543D40	VorbisBitPacker_ClearOwnedBuffer	vorbis	
0x00543D80	VorbisBitPacker_InitExternalBuffer	vorbis	
0x00543DC0	VorbisBitPacker_WriteBits	vorbis	
0x00543F20	VorbisBitReader_PeekBits	vorbis	
0x00544000	VorbisBitReader_AdvanceBits	vorbis	
0x00544020	VorbisBitReader_ReadBits	vorbis	
0x00544110	VorbisBitReader_ReadBit	vorbis	
0x00544160	VorbisBitStream_TellBits	vorbis	
0x00544180	VorbisStaticCodebook_Clear	vorbis	
0x00544270	VorbisCodec_GetMaxCodewordBits	vorbis	
0x00544280	Vorbis_ILog	vorbis	
0x005442A0	VorbisCodebook_GenerateCanonicalCodewords	vorbis	
0x00544500	VorbisCodebook_BuildDecodeTree	vorbis	
0x00544850	VorbisCodebook_ComputeMapType1QuantVals	vorbis	
0x005449C0	VorbisCodebook_UnquantizeLookupValues	vorbis	
0x00544C00	VorbisCodebook_Clear	vorbis	
0x00544D10	VorbisCodebook_Destroy	vorbis	
0x00544D40	VorbisDecodeTree_Clear	vorbis	
0x00544DF0	FUN_00544df0	vorbis	
0x00544F10	FUN_00544f10	vorbis	
0x00545030	FUN_00545030	vorbis	
0x00545960	FUN_00545960	vorbis	
0x00545B80	FUN_00545b80	vorbis	
0x00545F40	FUN_00545f40	vorbis	
0x00545F90	FUN_00545f90	vorbis	
0x005464D0	FUN_005464d0	vorbis	
0x005468E0	FUN_005468e0	vorbis	
0x00546980	FUN_00546980	vorbis	
0x00546AE0	FUN_00546ae0	vorbis	
0x00546C30	FUN_00546c30	vorbis	
0x00547500	FUN_00547500	vorbis	
0x005477B0	FUN_005477b0	vorbis	
0x005477F0	FUN_005477f0	vorbis	
0x00547830	FUN_00547830	vorbis	
0x00547A10	FUN_00547a10	vorbis	
0x00548180	FUN_00548180	vorbis	
0x0054AA20	FUN_0054aa20	vorbis	
0x0054AB20	FUN_0054ab20	vorbis	
0x0054ACC0	FUN_0054acc0	vorbis	
0x0054ADC0	FUN_0054adc0	vorbis	
0x0054AF30	FUN_0054af30	vorbis	
0x0054B0B0	FUN_0054b0b0	vorbis	
0x0054B640	FUN_0054b640	vorbis	
0x0054B6A0	FUN_0054b6a0	vorbis	
0x0054BE80	FUN_0054be80	vorbis	
0x0054C000	FUN_0054c000	vorbis	
0x0054C4A0	FUN_0054c4a0	vorbis	
0x0054C530	FUN_0054c530	vorbis	
0x0054C9E0	FUN_0054c9e0	vorbis	
0x0054CC10	FUN_0054cc10	crt	
0x0054CC60	FUN_0054cc60	crt	
0x0054CC80	FUN_0054cc80	crt	
0x0054D000	FUN_0054d000	crt	
0x0054D050	FUN_0054d050	crt	
0x0054D110	FUN_0054d110	crt	
0x0054D3A0	FUN_0054d3a0	crt	
0x0054D520	FUN_0054d520	crt	
0x0054D5B0	FUN_0054d5b0	crt	
0x0054D690	FUN_0054d690	crt	
0x0054DA90	FUN_0054da90	crt	
0x0054DAC0	FUN_0054dac0	crt	
0x0054DB00	FUN_0054db00	crt	
0x0054DB90	FUN_0054db90	crt	
0x0054DC40	FUN_0054dc40	crt	
0x0054DC50	FUN_0054dc50	crt	
0x0054DC60	FUN_0054dc60	crt	
0x0054DC70	FUN_0054dc70	crt	
0x0054DC80	FUN_0054dc80	crt	
0x0054DC90	FUN_0054dc90	crt	
0x0054DC9E	RtlUnwind	crt	
0x0054DCA4	FUN_0054dca4	crt	
0x0054DCC3	FUN_0054dcc3	crt	
0x0054DCE2	FUN_0054dce2	libpng	
0x0054DD01	FUN_0054dd01	libpng	
0x0054DD44	FUN_0054dd44	libpng	
0x0054DD61	FUN_0054dd61	libpng	
0x0054DD83	FUN_0054dd83	libpng	
0x0054DD9C	FUN_0054dd9c	libpng	
0x0054DDB9	FUN_0054ddb9	libpng	
0x0054DEBC	FUN_0054debc	libpng	
0x0054DFA0	FUN_0054dfa0	libpng	
0x0054E0BF	FUN_0054e0bf	libpng	
0x0054E1DB	FUN_0054e1db	libpng	
0x0054E277	FUN_0054e277	libpng	
0x0054E30C	FUN_0054e30c	libpng	
0x0054E48F	FUN_0054e48f	libpng	
0x0054E4F6	FUN_0054e4f6	libpng	
0x0054E55D	FUN_0054e55d	libpng	
0x0054E60A	FUN_0054e60a	libpng	
0x0054E6AA	FUN_0054e6aa	libpng	
0x0054E764	FUN_0054e764	libpng	
0x0054E8AB	FUN_0054e8ab	libpng	
0x0054E92C	FUN_0054e92c	libpng	
0x0054EA54	JpegDecode_FUN_0054ea54	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0054EAE6	JpegDecode_FUN_0054eae6	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0054EC68	JpegDecode_FUN_0054ec68	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0054EE3E	JpegDecode_FUN_0054ee3e	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0054EE51	JpegDecode_FUN_0054ee51	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0054EE6A	JpegDecode_FUN_0054ee6a	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0054EEB3	FUN_0054eeb3	libpng	
0x0054EECE	FUN_0054eece	libpng	
0x0054EEDD	FUN_0054eedd	libpng	
0x0054F083	FUN_0054f083	libpng	
0x0054F289	JpegDecode_FUN_0054f289	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0054F31C	JpegDecode_FUN_0054f31c	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0054F50C	JpegDecode_FUN_0054f50c	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0054F58B	FUN_0054f58b	libpng	
0x0054F596	FUN_0054f596	libpng	
0x0054F71B	FUN_0054f71b	libpng	
0x0054F738	FUN_0054f738	libpng	
0x0054F767	FUN_0054f767	libpng	
0x0054F785	FUN_0054f785	libpng	
0x0054F797	FUN_0054f797	libpng	
0x0054F7B9	FUN_0054f7b9	libpng	
0x0054F7D2	FUN_0054f7d2	libpng	
0x0054F7EF	PNG_FUN_0054f7ef	libpng	
0x0054FAB2	PNG_FUN_0054fab2	libpng	
0x0054FD8B	PNG_FUN_0054fd8b	libpng	
0x0054FF60	PNG_FUN_0054ff60	libpng	
0x005503D0	PNG_FUN_005503d0	libpng	
0x005506EB	FUN_005506eb	libpng	
0x0055075B	PngHandleUnknownCriticalChunk	libpng	
0x005508A9	PngHandleChunk_zTXt	libpng	
0x00550A17	PngHandleChunk_tEXt	libpng	
0x00550B2C	PngHandleChunk_tIME	libpng	
0x00550C16	PngHandleChunk_sCAL	libpng	
0x00550DA9	PngHandleChunk_pCAL	libpng	
0x0055102C	PngHandleChunk_oFFs	libpng	
0x00551131	PngHandleChunk_pHYs	libpng	
0x00551236	PngHandleChunk_hIST	libpng	
0x0055133F	PngHandleChunk_bKGD	libpng	
0x00551553	PngHandleChunk_tRNS	libpng	
0x0055176D	PngHandleChunk_sPLT	libpng	
0x00551993	PngHandleChunk_iCCP	libpng	
0x00551B6C	PngHandleChunk_sRGB	libpng	
0x00551D31	PngHandleChunk_cHRM	libpng	
0x0055233D	PNG_FUN_0055233d	libpng	
0x0055249C	PNG_FUN_0055249c	libpng	
0x005525F6	PNG_FUN_005525f6	libpng	
0x00552647	PngHandleChunk_PLTE	libpng	
0x005527D8	PngReadInfo	libpng	provisional
0x005529CE	FUN_005529ce	libpng	
0x00552CA8	PngCrcFinish	libpng	
0x00552DD8	PNG_FUN_00552dd8	libpng	
0x00552E01	PngGetUint31	libpng	
0x00552E46	Ordinal_51	msl-crt	
0x00552F20	FUN_00552f20	libpng	
0x00552F60	FUN_00552f60	libpng	
0x00552FA0	FUN_00552fa0	libpng	
0x00553230	FUN_00553230	libpng	
0x00553570	FUN_00553570	libpng	
0x00553C70	FUN_00553c70	libpng	
0x00553D70	FUN_00553d70	libpng	
0x00553E60	FUN_00553e60	libpng	
0x00554250	FUN_00554250	libpng	
0x00554500	FUN_00554500	libpng	
0x00555C40	FUN_00555c40	libpng	
0x00556000	FUN_00556000	libpng	
0x00556260	FUN_00556260	libpng	
0x005564A0	FUN_005564a0	libpng	
0x005564E0	FUN_005564e0	libpng	
0x00556560	FUN_00556560	libpng	
0x00556650	FUN_00556650	libpng	
0x005567B0	FUN_005567b0	libpng	
0x00556A20	FUN_00556a20	libpng	
0x00557400	FUN_00557400	libpng	
0x00557690	FUN_00557690	vorbis	
0x00557760	VorbisResidue0_PackHeader	vorbis	
0x00557910	VorbisResidue0_UnpackHeader	vorbis	
0x00557AF0	FUN_00557af0	vorbis	
0x005581E0	FUN_005581e0	vorbis	
0x00558310	FUN_00558310	vorbis	
0x005584B0	FUN_005584b0	vorbis	
0x00558600	FUN_00558600	vorbis	
0x00558B10	FUN_00558b10	vorbis	
0x00558DF0	FUN_00558df0	vorbis	
0x00559260	FUN_00559260	vorbis	
0x005597F0	FUN_005597f0	vorbis	
0x00559B70	FUN_00559b70	vorbis	
0x00559DE0	FUN_00559de0	vorbis	
0x00559E20	FUN_00559e20	vorbis	
0x00559F60	FUN_00559f60	vorbis	
0x0055A550	FUN_0055a550	vorbis	
0x0055BD00	FUN_0055bd00	vorbis	
0x0055BD10	FUN_0055bd10	vorbis	
0x0055BD70	FUN_0055bd70	vorbis	
0x0055C080	FUN_0055c080	vorbis	
0x0055C630	FUN_0055c630	vorbis	
0x0055CAA0	FUN_0055caa0	vorbis	
0x0055E5B0	FUN_0055e5b0	vorbis	
0x0055E900	FUN_0055e900	vorbis	
0x0055EE50	FUN_0055ee50	vorbis	
0x0055F160	FUN_0055f160	vorbis	
0x0055F5B0	FUN_0055f5b0	vorbis	
0x00561070	FUN_00561070	vorbis	
0x00561360	FUN_00561360	vorbis	
0x005613A0	FUN_005613a0	vorbis	
0x005613E0	FUN_005613e0	vorbis	
0x00561450	FUN_00561450	vorbis	
0x00561497	FUN_00561497	vorbis	
0x00561498	FUN_00561498	vorbis	
0x0056149B	FUN_0056149b	vorbis	
0x005614B1	FUN_005614b1	vorbis	
0x005614B6	FUN_005614b6	vorbis	
0x005614C1	FUN_005614c1	vorbis	
0x005614CC	FUN_005614cc	vorbis	
0x005614D7	FUN_005614d7	vorbis	
0x005614E2	JpegDecode_FUN_005614e2	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005615AA	FUN_005615aa	vorbis	
0x005615C1	FUN_005615c1	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005616CE	FUN_005616ce	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00561880	FUN_00561880	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00561988	FUN_00561988	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00561A7F	FUN_00561a7f	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00561B11	FUN_00561b11	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00561B93	FUN_00561b93	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00561C77	FUN_00561c77	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00561DAE	FUN_00561dae	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00561EFF	FUN_00561eff	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00561FC4	JpegDecode_FUN_00561fc4	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005620EF	FUN_005620ef	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00562201	FUN_00562201	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00562223	FUN_00562223	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005622BF	FUN_005622bf	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005625E7	FUN_005625e7	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005626A4	FUN_005626a4	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0056278E	FUN_0056278e	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00562906	FUN_00562906	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00562B43	FUN_00562b43	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00562BDB	FUN_00562bdb	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00562D13	FUN_00562d13	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00562EB4	FUN_00562eb4	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00563172	FUN_00563172	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005631E1	JpegDecode_FUN_005631e1	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00563306	FUN_00563306	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00563540	FUN_00563540	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005636C7	FUN_005636c7	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005636FD	FUN_005636fd	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005637AF	FUN_005637af	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005637C7	JpegDecode_FUN_005637c7	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00563AB7	FUN_00563ab7	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00563BFB	FUN_00563bfb	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00563C7C	FUN_00563c7c	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00563CE0	FUN_00563ce0	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00563DD9	JpegDecode_FUN_00563dd9	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00563FC4	FUN_00563fc4	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00564119	FUN_00564119	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005641AF	FUN_005641af	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0056421C	FUN_0056421c	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0056425C	FUN_0056425c	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00564325	FUN_00564325	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005643FC	FUN_005643fc	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00564418	JpegDecode_FUN_00564418	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005644A1	FUN_005644a1	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0056452A	FUN_0056452a	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005645B7	FUN_005645b7	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005646E3	JpegDecode_FUN_005646e3	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0056475F	FUN_0056475f	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00564956	JpegDecode_FUN_00564956	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005649C3	FUN_005649c3	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00564E23	FUN_00564e23	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00564F52	FUN_00564f52	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0056521E	FUN_0056521e	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0056549D	FUN_0056549d	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005656E9	JpegDecode_FUN_005656e9	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0056572D	FUN_0056572d	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00565C28	FUN_00565c28	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00565CF5	FUN_00565cf5	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00565E22	JpegDecode_FUN_00565e22	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00566083	FUN_00566083	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005661A0	JpegDecode_FUN_005661a0	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0056628F	FUN_0056628f	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00566898	FUN_00566898	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00566977	FUN_00566977	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00566AD5	FUN_00566ad5	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00566C71	FUN_00566c71	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00566EE7	FUN_00566ee7	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00566F3B	JpegDecode_FUN_00566f3b	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005670B6	FUN_005670b6	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005670DC	FUN_005670dc	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00567263	FUN_00567263	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005672D6	FUN_005672d6	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0056737D	FUN_0056737d	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00567450	FUN_00567450	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00567560	FUN_00567560	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005678A0	FUN_005678a0	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00567D90	FUN_00567d90	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00568110	FUN_00568110	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00568BF0	FUN_00568bf0	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00568C40	FUN_00568c40	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x00568E23	FUN_00568e23	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x0056918A	FUN_0056918a	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x005697F8	FUN_005697f8	qtml-iml	IML JPEG codec (not IJG; interleaved 0x54axxx-0x569xxx)
0x008757E0	thunk_NovaUi_DrawPlayerShieldBar	crt	
0x008757F0	thunk_NovaUi_DrawPlayerArmorBar	crt	
0x00875800	thunk_NovaUi_DrawPlayerFuelLevelBar	crt	
0x00875810	FUN_00875810	crt	
0x0087581C	FUN_0087581c	crt	
0x008758A0	FUN_008758a0	crt	
0x008758CE	FUN_008758ce	crt	
0x00875990	FUN_00875990	crt	
0x008759F8	EnsureWineDllOverride	crt	
0x00875C4F	EnsureWineDdrawOverride	crt	
0x00875C64	GdiplusStartup	crt	
0x00875C6C	GdipSetPixelOffsetMode	crt	
0x00875C74	GdipSetInterpolationMode	crt	
0x00875C7C	GdipGetImageGraphicsContext	crt	
0x00875C84	GdipFree	crt	
0x00875C8C	GdipDrawImageRectRectI	crt	
0x00875C94	GdipDisposeImage	crt	
0x00875C9C	GdipDeleteGraphics	crt	
0x00875CA4	GdipCreateBitmapFromScan0	crt	
0x00875CC0	FUN_00875cc0	crt	
0x00875DD0	FUN_00875dd0	crt	
0x00875E30	FUN_00875e30	crt	
0x00875F10	FUN_00875f10	crt	
0x00875F80	FUN_00875f80	crt	
0x00875FF0	FUN_00875ff0	crt	
0x00876060	FUN_00876060	crt	
0x00876160	FUN_00876160	crt	
0x00876190	FUN_00876190	crt	
0x00876280	FUN_00876280	crt	
0x008762E0	FUN_008762e0	crt	
0x00876350	FUN_00876350	crt	
0x008763B0	FUN_008763b0	crt	
0x00876490	FUN_00876490	crt	
0x00876570	FUN_00876570	crt	
0x00876600	FUN_00876600	crt	
0x008766D0	FUN_008766d0	crt	
0x008767E0	FUN_008767e0	crt	
0x00876A30	FUN_00876a30	crt	
0x00876AC0	FUN_00876ac0	crt	
